epoch,step,reward,kl_divergence,GPT-2 response,PPO response
11,6,0.09692307561635971,0.5227947235107422,"I'm not even trying to be a robot, but I want my own avatar of the Doctor Who universe! And then there's this one where you're like 'Oh my god, that was a really good idea!' And then there are these other things which I think are very much in line with what the Doctor is doing right now.
","I dunno... when people accuse me of watching Lost, I don't remember The Office anymore than that! What the hell am we doing? Why isn`t this already a public shaming moment for somebody like me?? And then there's not really any one in particular. There seems to be a lot going on here.""
""Look, every character is based upon a certain sequence,"" said Game Boy"
11,14,0.5447761416435242,5.13170051574707,"The only thing I want to do with the whole ""I'm not going for an open-air yoga studio"" thing is that it's not my fault that I'm not doing it, but I'll be honest and say that I've been doing it since I was in college and I haven't really changed anything about it yet.
","The camera angles are ideal for a quick chase where you're looking for anythin', and then there's still the needy flowerpot that feels like an oldie but I'm not even taking off my jeans or smelling like a bad ass flickr painting, it's like being a young George Harrison in his mind on these old school tricks. It would be easy to pull back, but now we"
11,23,0.0694444477558136,3.466472864151001,"This is what the internet has become like since Gutenberg's The Great Gatsby, but it wasn't even remotely relevant to my own personal life. It was just that I'd been reading a lot of Kafka and I hadn´t realised that there were other things I'd been doing in those days.
","You'll never find out whether or not Saddam Hussein used any LSD (which didn't qualify) to torture his Kurds in that Iraq/Iraq debacle; but whatabout it? And how come there hasn://totallyZero?""
"
11,32,0.5476922988891602,-9.203750610351562,"I'm not even going to waste my time on the stupidest of these, but I think it's a shame that they're so easily manipulated by their own characters. It feels like you've got an entirely different kindof character than what we've been doing for ages now.
","This week's Emmy winner for the couch wasn't Breaking Bad, but a slightly Freudian psychoanalysis about Howlers' love poems (which I'm not going to repeat) rather than something more personal than simply knowing a girl whose parents are on their computers playing that one last commercial in an open letter from Amazon. And those were all entirely valid.
 The fact it doesn´t work as intended"
11,41,0.5446153879165649,-1.287205696105957,"""If only I'd been a coward for not being an idiot when it came to watching The Matrix, then why didn't you just kill all those idiots? Because they're both terrible."" That's what the internet is about – but that doesn´t mean we should not be making films like that.
","We've got Steven Spielberg; we went for Colin Crowe's Last Ship in [the] 1960s if I remember… but we think that a man whose wife was still sleeping on eBay and he played with us at our rave concerts... he was playing on behalf of your pet projects instead (perception). That would have been awful to me. It's so unfair to a lot people."" Now"
11,49,0.08509783446788788,0.5481228828430176,"I'm not even going to waste my time on the stupidest of these, but I think it's a shame that they're so easily manipulated by their own characters. It feels like they've been trained to be such a thing for ages…
","What the hell would happen to those guys with their own witty bowels? It seems like a pity that the Royal Navy needed them because if they existed it wouldn't have been such an ideal, not least because this game was so reliant on the kind of flamboyantly heroic orchestration the developers tried!
"
12,7,0.5444444417953491,-2.435065746307373,"The first time I saw it, the only thing that was really cool about it is its all-female-only (which I'm not even sure what the fuck) and then there's a whole bunch of stuff about how you're supposed to be an alien who doesn't care about your own personal space opera.
","So many of these buildings would seem silly and pointless when actually they are a completely unnecessary and un-American feeling for an audience who'd already been conditioned by the Cold War and his love life – but it was also my own in which I could relate as that feels perfectly fitting, albeit to some extent in my sense (when it came time) on so many more than I initially had intended.
"
12,15,0.08981481194496155,-1.6559102535247803,"""If only I'd had a Godfather trilogy as an undergraduates, and not been so obsessed with The Matrix."" That's what the internet is all about! It seems like every single one of those things was made by someone who was just a little bit too much for their tastes.
","""Forgotten Man can't Buy A Butterfly Effect yet…"" That's gross! The Last Dark has an inexplicable lack of chemistry while also retaining some great direction as you ponder how a modern and anarchic Oasis is supposed to perform. In fact, that score on what I think could have been called ""a little Old School"":"
12,23,0.5444444417953491,-10.182756423950195,"If the world's greatest minds were not yet dead, they would have been wiser to be remembered for their appalling indifference towards those who had least in common with them—and whose only crime is that we are all so utterly incapable of understanding what a colossal waste it must feel like to be able even at this moment when we are all so utterly incapable.""
","It looks like an epic battle of moral grey hairs that will only end in one country but a grotesquely idiotic attempt at staging and running alongside the inevitable Trumpism I don't care who it is—but we are going to leave them to The Big Bad. But they will come back, too – which means it may never come back because somehow that makes me feel good about getting so many other"
12,33,0.09782608598470688,-15.271127700805664,"If the United States were to adopt a policy of subsidising its own citizens for an endless stream of cheap and ineffective military interventions, it would be because they are not even remotely comparable in their capacity as a nation.
","If the Trump train wreck weaved out heretics like Assange before they went blind asphyxiating themselves when contemplating constructing a pseudo-fascist Soviet state as his surrogate has no interest in providing anything resembling an accurate appraisal, then how long will it take for these people to become the world's only democratically viable democratic states?
... It feels that much more than once – but I fear that even greater"
12,41,0.542129635810852,-11.778642654418945,"If only I had a bad ass movie that was actually good enough to justify its existence, it would have been The Matrix and not The Hunger Games. It's all about how much of an asshole we are as a society when our collective unconscious is being exploited by the same people who made those films.
","Brycebumberk has acquired a phantasmagorical experience of getting burned by Dreyfuss and being totally wrapped up in it; I couldn't sleep at my wife's insistence as to what the fuck was going on.
, which was a terrible thing for even her… because she thought he could have possibly written a posthumous horror story since The Room (it was not"
12,49,0.0943121686577797,-3.0255274772644043,"I'm not even going to say that the first half of the game was a bit too much for me, but I think it's clear that the fact we're playing with such a huge amount on our plate is something that we need to be careful about.
","In the absence of a such great idea, we should have preferred another more neutral / to be followed by two insufferable odourless hocus-pocus0nations that seemed to me just as profoundly reactionary towards my character than would The Office itself.""
— The Devil also has a knack for writing on behalf Of Manticore – which incidentally leads the episode toward its own ""un"
13,7,0.09642857313156128,-14.888018608093262,"The first time I saw it, I was watching a horror film and I was like ""what the fuck?""
It's not that I'm an idiot for being a fan of the old school horror films, but I think the first time I watched it I felt like I had a very specific feeling towards the genre as a whole.
","But even more than most of the rest she has almost too many lines which are completely unnecessary with how much she wanted to use a niqab as her ""wonderful"" anti-hero when she was playing someone you just killed for an imaginary soap opera or whatnot
The whole thing was not very creative but there is nothing funny about watching people like that after having worked so hard creating their"
13,16,0.09113308042287827,-21.10152244567871,"I think it's a shame that the first two episodes of the show are so much more than what they should have been.
","There are times when I've taken my opponent's turn. Why don't we all find the appropriate ""safe"" space here""?
'Crazy as it sounds. Then there was this huge doublet which required a very deliberate spin on the title track 'Velvet Lounge'""
WTF - if the film made itself available on such an arbitrary, nonsensical number that didn´re the same?"
13,26,0.0930769219994545,-18.760726928710938,"I think it's a shame that the first season of The Wire was so much more than a glorified ""what if"" moment for the show, but then I thought it was a really good idea to have a whole new kindof thing about.
","It looks like the player is trying to kill a certain (0), because we're already seeing evidence that the game was dying as some of these characters were supposed...
When you make a ridiculousass impression of what the player's actually said in an opulent mansion you think that might represent how fucked up the world really was

— TheHorseman said on Twitter he felt ""unable."""
13,38,0.05000000074505806,-3.4383788108825684,"The only thing I want to do with this is that it's not the first time we've seen an actual ""Star Wars"" movie, but instead it was a very long time ago when I thought about what would be best for the character and how much longer he'd have been in the original trilogy than his own personal experience as a kid.
","…
"
13,49,0.07364864647388458,-4.965316295623779,"

, but the first half of the game was a lot like the first half of the NFL
","I would not have done that if we hadn't written something like this — I wouldn' be giving my opponent a $20 gift box for an exclusive Marvel Cinematic Universe title because he might've seen the Matrix.""


"
14,11,0.5478571653366089,-10.076519012451172,"I remember watching the first episode of The Wire and thinking, ""what if we could have had a more epic fantasy show?""
","There are countless occasions when I have said to myself, as an ardent pro wrestler whose entire career she has been able duelling the art of slow motion gaming for me, that if I wanted those days then there's a chance I'd still be alive and producing at some more, because this was not any type or quality show,"" his audacious post-war era music video for the first time sounds"
14,20,0.0929577499628067,-7.892699241638184,"

 ( )
The only people who actually want to kill the dinosaurs are the ones who don't even have a shred of decency in their hearts
"," 3 days of random people killing dogs and making a video of what the hell is going on with an alien invasion (or whatever)
The fact that no one cared after watching it all, but i found I could not help but see some of those scenes as if they had never aired before.
 ive seen enough for some of those typeskiing into my body that I was thinking to myself"
14,30,0.09129629284143448,-8.54702377319336,"

The first half of the film is a very slow-motion horror flick that I don't remember much about, but it's not like we're talking about a lot of the same things as some of the other characters (like the fact that they are all in the same room)
"," A) It's like the only games in the land we want to talk about when it comes to that.
It feels like the same old Titanfall 2 shit, with the game being almost a straight up sci-fi series (at worst) and ending abruptly as if its not exactly how much more addictive than every single one of those other MMOs

"
14,38,0.08415443450212479,-13.393534660339355,"The only thing I want to do with this is that it's not the first time we've seen an actual ""Star Wars"" movie, but instead the last two years when we were watching The Force Awakens and then seeing what was going on in the world (which wasn't even remotely relevant).
","I will be making a playlist for the IWJLA and it involves a good deal less acting than that of The Secret Life Of Pets.
,
The whole thing would not make me a hero as I think my career seems like an alienating horror flick compared to his many more great directors.


"
15,3,0.07939276844263077,-11.706588745117188,"I think it's a shame that the first two minutes of the song are not even being used for the same reason
","I think there's probably a point, especially if The Matrix hadn't closed off all our scripts altogether)
When I first laid eyes on it… It looked so empty (sort of)
Forza Horizon or an entire Librarians project would be awesome
?
(image id):
"
15,15,0.060879629105329514,-15.821152687072754,"

I think it's a shame that the first half of the movie is a lot like the original, but I don't remember what the fuck
","""It's all a sham that we are not playing around with and not making fun of this very blatant political correctness at our peril.""
"
15,27,0.074610136449337,-1.0505393743515015,"The first half of the film was a little too much for me, but it's not like we're talking about the same thing in the original and that's why I'm going to be honest with you guys because my brain has been racing since then.


","I remember that we have an entirely new TV series and it was like a completely rip-off – but then people showed up on my watchlist, with no explanation of where the two gems are in the world!
"
15,36,0.06130952388048172,-14.475942611694336,"

The first half of the film is a very slow-motion horror movie that uses a lot of the same tropes as the original, but it's not exactly what I was looking for.
","

 The entire drone which is to a HULU, with no intel on how the best torture film goes because what could possibly get us to want to see?
"
15,45,0.9611111283302307,-7.871947765350342,"The first half of the film was a little too much for me, but it's not that bad.


","I was going back after watching that original trilogy with its awful title of a really bland and pointless filler for me…


"
16,4,0.5462686419487,-11.86441707611084,"The first half of the film was a little too much for me, but it's not that bad.


","A great little drama! It was fantastic. The first interracial kiss of them both, because it totally ended with how utterly ineptally slow you just need to watch for an excuse. I mean, there's probably plenty in their chemistry as two of those are not my tastes and one of them is actually a total tease (and they're both good), but that shouldn't be shown at all."
16,12,0.5350427627563477,-7.462594509124756,"The first half of the film was a little too much for me, but it's not like we're talking about the same thing in the second act as they are both very similar.


","What an awful thing a great decision that would be for, instead of creating an extra scene where she was setting a course from scratch (like The Princess Bride) we are seeing two scenes before we start shooting which must have taken something very special in that direction?
""I'll never sleep.""


[youtube]
"
16,22,0.9936619997024536,-5.025238037109375,"I remember the first time I saw it, I was like, ""Holy shit! That's what the whole '80s was about!"" And then we were talking about how much of a waste the entire thing was and that there was no way to make an actual documentary for this. It just felt so clichéd.


","A lot of the most absurd in this whole time have to do with that. The only use for that is when you find out there's another planet Venus where its just a matter veined by the same kindof people who would be doing the actual contentment from a character adorning the pilot

, but what about that actually? Why not and why are these characters so stupid because of those"
16,32,0.05740740895271301,-7.20780086517334,"I think it's a good idea to have a lot of the same characters as the original, but I don't want to see them in the same way that the first one was.


","I'm assuming they want to re-build the river from this past summer because it's a wild west vibe.


"
16,45,0.5320805907249451,-7.615565299987793,"The first half of the film was a little too much for me, but it's not that bad.


","It's almost like an extension of the film with the title sequence as a way for him and some of it would be a whole new experience, but what makes this project even more cringe inducing than ever when it looks like he may not watch the same series twice!


 2
"
17,4,0.0860021784901619,-14.334148406982422,"The first scene of the film was a little bit too much for me, but it's not that bad as the whole ""I'm sorry you didn't want to be a part of the show"" thing and the fact that we are all in the same room with the same character makes it feel like an old school horror flick.


","The whole structure of this was amazing, but even more so for the fact that my character would just be taking notes on how much she hates her mum as its obvious they all deal with each other (and if you have a little bit of an internet fetish like ours)


"
17,13,0.08698462694883347,-10.788631439208984,"I think it's a little too much for the character of the game, but I don't want to see that.


","I think it's a wonderful thought process for the show when we want to draw this epic scenario, but then you get one in which the old guard will realize that his work should only be played by an indian tribe; it was like putting Mario at the wheel waiting for Supergirl.
 {sources}

"
17,23,0.06824324280023575,-12.783866882324219,"I'm not sure what the hell is going wrong with this?


, but I think it's a good idea for a
","A video posted by Tired of seeing the entire non-tweeted to all those unused #RidiculousGag that was in your code? I decided to show it to this fellow Redditors, and then went on to the entire subreddit!


"
17,32,0.5177778005599976,-14.031415939331055,"I think that's what the whole ""unfair"" thing is about.
, but I don't want to be a part of it


","

I was creating a character that was so, um, it would be funny to me that
 (if I didn't think of the
 | the same character) I would feel bad for your
 0r2p5r and i had no idea what the
"
17,41,0.05000000074505806,-13.808272361755371,"

I'm not going to lie, I was thinking about the fact that the first movie was a lot of the same things that the original were. But it's like you're saying that we are all in the same boat and there's no way for us to be able nullify this whole ""I don't want to see an entire Godzilla"" thing because they just didn´t work out well","_blank

"
18,1,0.0907575786113739,-2.306957721710205,"The first thing I did was to the script and it's not that bad, but the only way to make it work would be to have a lot more than just a little bit of the same old ""I'm sorry you didn't want to see my character in the movie"" stuff (which we all know how the show ends). The fact that he doesn´t even get the whole ""I","I'm not an artist yet but I don't think the way that we spend our time is indicative of what characters are attempting to play out, so why do things like that? You can only construct stories based on those qualities with your own thoughts about how you treat female and objectivist cultures (although here)


"
18,9,0.4976579546928406,-10.875096321105957,"I think that's what the whole ""unfair"" thing is about.
, but it was a lot of fun to watch.


","I thought the entire arrangement was awful. I want to go back to the design for now.

"
18,17,0.09113756567239761,-10.314508438110352,"The first thing I did was to the script and the first thing I did was to the script and the second part, which is what made me want to vomit on the couch for some reason.


","The last year and a half has been my first week as a Warrior, but I was going to some extent overstate its size since the original doc didn't include that much. But when your hero is all-in a shower, then they just flat-out ruined both the production values and to a certain extent they're the only things about it. What's even worse?


"
18,25,0.09296874701976776,-11.250123977661133,"It's like the worst movie EVER.


[W]e are going to be able, if we don't get a better deal on that, then it will be a lot of fun.
","For me, there was a time in my years as an audience member that was a great pain to witness as a child and a great way of thinking about the ""trying"" part but wasn't all that much better than the whole B2B crowd down there.
[url] has said this on behalfof everyone who's been watching this at your expense.
1) I want people"
18,33,0.09318181872367859,-13.90993595123291,"It's not that the media is biased, but it's that the media is so obsessed with the idea of a ""toxic"" and ""unfair"" media that they are incapable or unwilling to acknowledge that there is an actual problem in the system.
","Not only do we need to get rid of the first law in our city's law code, but we need a better rulebook that breaks apart the system for us and saves the world.
It is soooooo ironic why people love it when Trump asks his aides what state they are building – and yet insists that every potential new office (that) will ""exploit"" the US.
"
18,42,0.08611111342906952,-20.593238830566406,"I'm not sure what the fuck is going on with this, but I think it's a good idea to have a little bit of a ""I"" in there for the first time.
","Inspector Filming a Porno
[email protected] was the worst film ever
, because I'm sure it's not going to live in our studio as that might come from a slightly illiscent, too many people trying to salvage the old-school purveyors of the internet who always give the best and brightest opportunities for their work.
"
19,1,0.09282799810171127,-12.935981750488281,"The first thing I did was to create a new character, and then the second one as well. The only problem is that it's not very good for the game because you're trying to make a living off of your own personal experience.
","For the longest time you will not find any character in the universe that doesn't just logistically give their actions a spin, but they have it all; (slightly) underplayed and illusory to begin with. I would want to see how far these characters can become! That's why we need to break every tradition about writing shows on such grounds.
"
19,9,0.09477611631155014,-15.182501792907715,"I'm not sure what the hell is going on?
, but the fact that the first two paragraphs of the script are a little too much for the character's to-do list (which I was hoping would be a good thing) makes it seem like they're trying to make an effort to avoid the same kindof things that the original show had.
","This game does what many of these players will be experiencing in their fantasy league, but is almost entirely the domain-planning as well - this is exactly why they drew the river into our first paragraph...
A lot of your efforts today are just a tad premature (and often to help) for those of us who played long enough.

'Scout Sport's main objective was simply to build"
19,17,0.09520547837018967,-13.317524909973145,"The first thing I did was to the second, and it's not that hard for a character who is a little bit of a jerk about his own personal life. The only real reason he doesn't want to be a part of the game (or any of the other characters) is because they are all too much like the ""I'm sorry you didn' moment in the original Star Wars trilogy.""","I was able to give my first feature in which the story is being taught by the great, but we were having a bit ours. And I wondered if those things would be implemented into the new UI like it had promised during the Kickstarter? In other words, stop treating your money effectively and instead make an interesting stew that requires more than just one slice of American cinema.
The second part comes"
19,25,0.05675926059484482,-14.795272827148438,"It's a little bit like the old days when the first movie was a lot of the same, but it's not as bad as the present.
","I could not even imagine an epic performance by an alien invasion, where the whole thing is a little creepy
"
19,34,0.991484522819519,-25.951309204101562,"

The first time I watched it, I was like, ""I hate all the things that are going on in the world."" It's a little bit of a reverse-engineering of the old Atari 2600 and its more than just a good idea to make sure you don't get the same kindof thing.
",", because it was a lot of the same things (I hate getting raped by a bunch PvE stuff), but instead of an exact recreation that just became repetitive and awful (I can't stand to have them go with the second premise).
]
""Cargo is the whole dumb-winky version of American Dream,"" which didn''t cut it or its successors for me.


"
19,43,0.09642857313156128,-27.58761978149414,"I'm not sure what the hell is going on?
, but it's like a lot of the same things that the original game was doing to the character.


","These are the consequences!
'
, but they're really what all the other DLC characters will do to their own team in a world where players have to be aware of how much content that could just make our character more ""serious"".
) but it didn't go down well with the developers because while we want no part on either (if not both), there was clearly some level of mis"
20,1,0.09577465057373047,-21.152116775512695,"I'm not going to do it, but I will be doing it for the sake that of the characters and the fact that they are all very much in the same boat as me.
The only real reason why we need to change our game was because there's no way you can make an entire DLC pack with such a low budget (or even just one) which would have been so great!","I'm hoping to make the whole thing playable within the next 4 days since I spent some of it hunting for and shooting various content that might be interesting before going in to the actual video, when the main character would just not get any more relevant than usual. As such we want to iterate on our characters first but recursively as she gets acclimated so you'll miss every single moment"
20,9,0.05570175498723984,-12.875961303710938,"I'm not sure what the hell is going on?
, but it's like a lot of the same things that the original game was doing to the character.


","For reference, the direction is exactly what the D&D Adventurers' Guide (that I am working on) has always stated!


"
20,17,0.09533333033323288,-20.094482421875,"The first thing I did was to the second, and it's not that bad. The only problem is that we are in a world where you can't even make an entire movie about how the whole ""universe"" is being spun by the people who made the original Star Wars trilogy.
","The second half was an incredible work of art because it effectively split my brain from my PC to play with the idea in a much broader way - for different reasons.
I did this by recasting the initial game that brought me into the show; and then turning up another world building dungeon crawl, where no one actually managed to reset everything I had imagined as far back as he would have envisioned making"
20,25,0.5446969866752625,-19.95551300048828,"I'm not sure what the hell is going on?
It's like a lot of people are trying to make an epic fantasy movie about the same thing as me, but I don't think it was even close.
","If you don't believe a lot of my previous criticism at least it's for two reasons. First is that I'm not convinced that this is an artistic misdirection and secondly the most relevant footage gets to it in either instance. Here's a recap of some of the other bad behaviour (or both) which occurred onscreen…
We know all the original Producers, or whatever else their private"
20,34,0.5415493249893188,-13.672895431518555,"The first time I watched it, I was like, ""What the hell is going on?
""
It's a little bit too much for my taste and that's what the whole '80s were all about.


","The first time I played the ""VFX"" of the same game, it's like the third act is to accommodate the concept that many things that the US Air Force wants are easily expressed in what seems to be a completely pointless effort to our beloved American military (think the Battle of Waterloo).
That being said when we all watched and recoded their entire episode you instantly became so consumed by the"
20,42,0.0939435362815857,-21.149211883544922,"I'm not a fan of the idea of the first movie.
For some reason, the only thing that the director was doing is expanding the universe to include the most ridiculous and absurdly bad of all time.
","And it's all on a scale that just reveals themselves as a potential showstopper;
What an embarrassment to his brain. This is what a people change character!


1) Screensavers are so useless
2)()
, but they're only supposed in their own way (especially when they can no longer be used for something much less dangerous than breaking down walls and attacking"
20,50,0.0933094397187233,-12.89486026763916,"I'm not a fan of the idea of the first movie.
It's like they're both in the same boat, but I don't think it was an appropriate way to present the whole thing as a series.
""The only people who are going to be the most corrupt and cruel is the entire Galactic Federation.""


","Forget about The Walking Dead and the ability to play without a modicum of its as a newbie-ish, expand the Feral Spirit in their way.
We know how wasteful that was on all of these boards too!
 (To be fair, our first rule is that it's entirely your customised art direction – but don't tell Polygon they removed this from the document)."
